Make;Model;Year;Engine_Fuel_Type;Engine_HP;Engine_Cylinders;Transmission_Type;Driven_Wheels;Number_of_Doors;Vehicle_Size;Vehicle_Style;highway_L_100Km;city_L_100Km;Popularity;Price
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s03_20000_30000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s04_300_400;s4_6_8;MANUAL;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s04_30000_40000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s03_20000_30000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s03_20000_30000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s04_300_400;s4_6_8;MANUAL;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s03_20000_30000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s04_30000_40000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s04_300_400;s4_6_8;MANUAL;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s04_30000_40000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s04_300_400;s4_6_8;MANUAL;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s03_20000_30000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s04_300_400;s4_6_8;MANUAL;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s03_20000_30000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s04_30000_40000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s03_20000_30000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s04_300_400;s4_6_8;MANUAL;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s03_20000_30000
Hyundai;Genesis_Coupe;s4_2013_up;premium_unleaded__recommended_;s04_300_400;s4_6_8;MANUAL;rear_wheel_drive;s1_below_3;Midsize;Coupe;s2_10_15;s2_5_10;s03_1000_1500;s04_30000_40000
Maserati;Ghibli;s4_2013_up;premium_unleaded__required_;s05_400_500;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s01_below_500;s08_70000_80000
Maserati;Ghibli;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s01_below_500;s07_60000_70000
Maserati;Ghibli;s4_2013_up;premium_unleaded__required_;s05_400_500;s4_6_8;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s01_below_500;s08_70000_80000
Maserati;Ghibli;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s01_below_500;s07_60000_70000
Maserati;Ghibli;s4_2013_up;premium_unleaded__required_;s05_400_500;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s01_below_500;s08_70000_80000
Maserati;Ghibli;s4_2013_up;premium_unleaded__required_;s05_400_500;s4_6_8;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s01_below_500;s08_70000_80000
Maserati;Ghibli;s4_2013_up;premium_unleaded__required_;s05_400_500;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s01_below_500;s08_70000_80000
Maserati;Ghibli;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s01_below_500;s07_60000_70000
MercedesBenz;GL_Class;s4_2013_up;diesel;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Large;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s06_50000_60000
MercedesBenz;GL_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Large;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s07_60000_70000
MercedesBenz;GL_Class;s4_2013_up;diesel;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Large;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s06_50000_60000
MercedesBenz;GL_Class;s4_2013_up;diesel;s03_200_300;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Large;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s06_50000_60000
MercedesBenz;GL_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Large;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s07_60000_70000
MercedesBenz;GLA_Class;s4_2013_up;premium_unleaded__required_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_SUV;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
MercedesBenz;GLA_Class;s4_2013_up;premium_unleaded__required_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;all_wheel_drive;s2_3_up;Compact;S_4dr_SUV;s2_10_15;s3_10_15;s02_500_1000;s04_30000_40000
MercedesBenz;GLA_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s3_4_6;AUTOMATED_MANUAL;all_wheel_drive;s2_3_up;Compact;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s05_40000_50000
MercedesBenz;GLA_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s3_4_6;AUTOMATED_MANUAL;all_wheel_drive;s2_3_up;Compact;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s05_40000_50000
MercedesBenz;GLA_Class;s4_2013_up;premium_unleaded__required_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_SUV;s2_10_15;s3_10_15;s02_500_1000;s04_30000_40000
MercedesBenz;GLA_Class;s4_2013_up;premium_unleaded__required_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;all_wheel_drive;s2_3_up;Compact;S_4dr_SUV;s2_10_15;s3_10_15;s02_500_1000;s04_30000_40000
MercedesBenz;GLA_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s3_4_6;AUTOMATIC;all_wheel_drive;s2_3_up;Compact;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s05_40000_50000
MercedesBenz;GLA_Class;s4_2013_up;premium_unleaded__required_;s03_200_300;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Compact;S_4dr_SUV;s2_10_15;s3_10_15;s02_500_1000;s04_30000_40000
MercedesBenz;GLA_Class;s4_2013_up;premium_unleaded__required_;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s2_3_up;Compact;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
MercedesBenz;GLC_Class;s4_2013_up;premium_unleaded__required_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
MercedesBenz;GLC_Class;s4_2013_up;premium_unleaded__required_;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
MercedesBenz;GLC_Class;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
MercedesBenz;GLC_Class;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
MercedesBenz;GLE_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s07_60000_70000
MercedesBenz;GLE_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s05_40000_50000
MercedesBenz;GLE_Class;s4_2013_up;diesel;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s05_40000_50000
MercedesBenz;GLE_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s05_40000_50000
MercedesBenz;GLE_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s07_60000_70000
MercedesBenz;GLE_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s05_40000_50000
MercedesBenz;GLE_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s06_50000_60000
MercedesBenz;GLE_Class_Coupe;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s07_60000_70000
MercedesBenz;GLE_Class_Coupe;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s07_60000_70000
Volkswagen;GLI;s2_2005_2009;premium_unleaded__required_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Compact;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s2_2005_2009;premium_unleaded__required_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Compact;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s2_2005_2009;premium_unleaded__required_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s2_2005_2009;premium_unleaded__required_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s2_2005_2009;premium_unleaded__required_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s2_2005_2009;premium_unleaded__required_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Compact;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s2_2005_2009;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s2_2005_2009;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s2_2005_2009;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Compact;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s2_2005_2009;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Compact;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;GLI;s3_2009_2013;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Midsize;Sedan;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
MercedesBenz;GLK_Class;s3_2009_2013;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
MercedesBenz;GLK_Class;s3_2009_2013;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
MercedesBenz;GLK_Class;s3_2009_2013;diesel;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s3_10_15;s02_500_1000;s04_30000_40000
MercedesBenz;GLK_Class;s4_2013_up;diesel;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s3_10_15;s02_500_1000;s04_30000_40000
MercedesBenz;GLK_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
MercedesBenz;GLK_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
MercedesBenz;GLK_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;rear_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
MercedesBenz;GLK_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
MercedesBenz;GLK_Class;s4_2013_up;diesel;s03_200_300;s3_4_6;AUTOMATIC;all_wheel_drive;s2_3_up;Midsize;S_4dr_SUV;s2_10_15;s3_10_15;s02_500_1000;s04_30000_40000
MercedesBenz;GLS_Class;s4_2013_up;premium_unleaded__required_;s04_300_400;s4_6_8;AUTOMATIC;all_wheel_drive;s2_3_up;Large;S_4dr_SUV;s1_below_10;s2_5_10;s02_500_1000;s07_60000_70000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;diesel;s02_100_200;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;diesel;s02_100_200;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;diesel;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;diesel;s02_100_200;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;diesel;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;diesel;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATIC;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;MANUAL;front_wheel_drive;s2_3_up;Compact;S_4dr_Hatchback;s3_15_20;s3_10_15;s02_500_1000;s02_10000_20000
Volkswagen;Golf_Alltrack;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATED_MANUAL;all_wheel_drive;s2_3_up;Compact;Wagon;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;Golf_Alltrack;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATED_MANUAL;all_wheel_drive;s2_3_up;Compact;Wagon;s2_10_15;s2_5_10;s02_500_1000;s04_30000_40000
Volkswagen;Golf_Alltrack;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;AUTOMATED_MANUAL;all_wheel_drive;s2_3_up;Compact;Wagon;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;Golf_Alltrack;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;MANUAL;all_wheel_drive;s2_3_up;Compact;Wagon;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;Golf_Alltrack;s4_2013_up;regular_unleaded;s02_100_200;s3_4_6;MANUAL;all_wheel_drive;s2_3_up;Compact;Wagon;s2_10_15;s2_5_10;s02_500_1000;s03_20000_30000
Volkswagen;Golf_GTI;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf_GTI;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf_GTI;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf_GTI;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf_GTI;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf_GTI;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf_GTI;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;AUTOMATED_MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
Volkswagen;Golf_GTI;s4_2013_up;premium_unleaded__recommended_;s03_200_300;s3_4_6;MANUAL;front_wheel_drive;s1_below_3;Compact;S_2dr_Hatchback;s2_10_15;s3_10_15;s02_500_1000;s03_20000_30000
